time_s,pos_x_m,pos_z_m,heading_deg,chassis_speed_mps,chassis_accel_mps2,camera_top_speed_mps,camera_top_accel_mps2,camera_top_jerk_mps3,angular_speed_degps
5.44,0.303583,1.05578,-0.375452,0.565925,0.667852,0.565925,0.667846,3.49644,0.786254
5.46,0.303577,1.06681,-0.389278,0.551339,0.729303,0.551339,0.729303,3.07516,0.691317
5.48,0.30357,1.07752,-0.401287,0.535732,0.780369,0.535732,0.780369,2.55535,0.600427
5.5,0.303562,1.08791,-0.411564,0.519344,0.819416,0.519344,0.819416,1.9542,0.513857
5.52,0.303553,1.09796,-0.420202,0.502439,0.845251,0.502439,0.845251,1.2938,0.431922
5.54,0.303545,1.10766,-0.427301,0.485299,0.857032,0.485299,0.857032,0.592,0.354914
5.56,0.303536,1.11703,-0.432963,0.468211,0.85438,0.468211,0.854382,0.141284,0.283134
5.58,0.303529,1.12606,-0.4373,0.451466,0.837233,0.451466,0.837242,0.85793,0.216819
5.6,0.303523,1.13476,-0.440423,0.435346,0.806026,0.435346,0.806017,1.56154,0.156173
5.62,0.303518,1.14316,-0.44245,0.420116,0.761515,0.420116,0.761495,2.22623,0.10136
5.64,0.303514,1.15128,-0.443499,0.406017,0.704937,0.406017,0.704954,2.82713,0.052452
5.66,0.303511,1.15915,-0.443689,0.39326,0.637863,0.39326,0.637863,3.35455,0.00947778
5.68,0.30351,1.16679,-0.443136,0.382014,0.562306,0.382013,0.562331,3.77664,0.0276379
5.7,0.303509,1.17424,-0.441956,0.372401,0.480659,0.372401,0.480635,4.08481,0.0590161
5.72,0.30351,1.18153,-0.440258,0.364487,0.395721,0.364487,0.39572,4.24576,0.0849171
5.74,0.303511,1.18869,-0.438145,0.358273,0.310675,0.358273,0.310675,4.25225,0.105635
5.76,0.303512,1.19577,-0.435713,0.353691,0.229115,0.353691,0.229118,4.07784,0.121616
5.78,0.303514,1.20278,-0.433045,0.350591,0.155007,0.350591,0.15502,3.70487,0.133377
5.8,0.303516,1.20975,-0.430214,0.348736,0.0927206,0.348736,0.0927058,3.11573,0.141555
5.82,0.303518,1.21671,-0.427252,0.347796,0.047024,0.347796,0.0470239,2.2841,0.148081
5.84,0.30352,1.22366,-0.421209,0.347412,0.0191987,0.347412,0.0191987,1.39126,0.302177
5.86,0.303522,1.23061,-0.406749,0.347386,0.00140189,0.347386,0.00140393,0.894744,0.722987
5.88,0.303525,1.23756,-0.376979,0.347575,0.00965606,0.347575,0.00965561,0.542887,1.4885
5.9,0.30353,1.24451,-0.323829,0.347894,0.0167721,0.347894,0.0167773,0.361815,2.65753
5.92,0.303539,1.25148,-0.238579,0.348286,0.0220972,0.348286,0.0220962,0.311006,4.26249
5.94,0.303555,1.25845,-0.112057,0.348716,0.0276993,0.348716,0.0277105,0.37941,6.32607
5.96,0.303583,1.26544,0.0649491,0.349158,0.0351885,0.349158,0.0351749,0.493378,8.85032
5.98,0.303626,1.27243,0.30166,0.349599,0.0455464,0.349599,0.0455443,0.62819,11.8356
6,0.303691,1.27943,0.606926,0.350028,0.0591398,0.350028,0.0591422,0.766624,15.2633
6.02,0.303786,1.28644,0.989298,0.350439,0.075928,0.350439,0.075928,0.904945,19.1186
6.04,0.303918,1.29345,1.45669,0.350827,0.0957842,0.350827,0.0957822,1.04201,23.3696
6.06,0.304097,1.30048,2.01649,0.351191,0.118479,0.351191,0.118479,1.17343,27.99
6.08,0.304334,1.3075,2.67528,0.351531,0.143825,0.351531,0.143825,1.29847,32.9395
6.1,0.304639,1.31453,3.43894,0.351846,0.171564,0.351846,0.171563,1.41417,38.1832
6.12,0.305024,1.32156,4.31246,0.35214,0.201478,0.35214,0.201483,1.52124,43.6756
6.14,0.305503,1.3286,5.29996,0.352415,0.233295,0.352415,0.233291,1.61558,49.3752
6.16,0.306089,1.33563,6.40464,0.352676,0.266761,0.352676,0.266763,1.70067,55.2342
6.18,0.306795,1.34265,7.62876,0.352929,0.301594,0.352929,0.301595,1.77215,61.206
6.2,0.307636,1.34966,8.97361,0.353181,0.337519,0.353181,0.337517,1.83238,67.2427
6.22,0.308625,1.35666,10.4395,0.35344,0.374249,0.35344,0.37425,1.88112,73.2941
6.24,0.309779,1.36364,12.0258,0.353713,0.411495,0.353713,0.411497,1.91857,79.3143
6.26,0.311109,1.3706,13.7308,0.354013,0.448984,0.354012,0.448974,1.94538,85.2509
6.27999,0.312632,1.37752,15.552,0.354346,0.486414,0.354346,0.486423,1.96414,91.0615
6.29999,0.31436,1.3844,17.4859,0.354724,0.523537,0.354724,0.523535,1.97344,96.693
6.31999,0.316307,1.39123,19.5281,0.355157,0.560049,0.355157,0.560049,1.97749,102.108
6.33999,0.318484,1.398,21.6731,0.355654,0.59573,0.355654,0.595741,1.97637,107.255
6.35999,0.320904,1.4047,23.9152,0.356224,0.63028,0.356224,0.630271,1.97014,112.101
6.37999,0.323576,1.41132,26.2471,0.356874,0.663502,0.356874,0.6635,1.96503,116.599
6.39999,0.326508,1.41784,28.6615,0.35761,0.69511,0.35761,0.695112,1.95864,120.72
6.41999,0.32971,1.42426,31.15,0.358438,0.724924,0.358438,0.724924,1.95175,124.425
6.43999,0.333186,1.43055,33.7038,0.359359,0.752681,0.359359,0.752681,1.94965,127.689
6.45999,0.336941,1.4367,36.3134,0.360374,0.778205,0.360374,0.778204,1.94746,130.481
6.47999,0.340977,1.4427,38.9691,0.361481,0.801267,0.361481,0.801267,1.95152,132.782
6.49999,0.345295,1.44853,41.6605,0.362676,0.821696,0.362676,0.821694,1.95659,134.57
6.51999,0.349892,1.45417,44.3771,0.363953,0.839294,0.363953,0.839294,1.96607,135.832
6.53999,0.354766,1.45961,47.1082,0.365301,0.853908,0.365301,0.853912,1.97866,136.555
6.55999,0.359911,1.46484,49.8429,0.366711,0.86537,0.366711,0.865368,1.99291,136.734
6.57999,0.365319,1.46984,52.5702,0.36817,0.873557,0.36817,0.873556,2.00887,136.365
6.59999,0.37098,1.47459,55.2792,0.369662,0.878347,0.369662,0.878347,2.02612,135.45
6.61999,0.376885,1.47909,57.9591,0.371172,0.879646,0.371172,0.879646,2.04457,133.995
6.63999,0.383019,1.48333,60.5993,0.372683,0.877396,0.372683,0.877394,2.06171,132.011
6.65999,0.389369,1.48729,63.1895,0.374178,0.871545,0.374178,0.871544,2.08096,129.51
6.67999,0.395919,1.49097,65.7197,0.37564,0.862095,0.37564,0.862098,2.09843,126.512
6.69999,0.402653,1.49436,68.1805,0.37705,0.849077,0.37705,0.849078,2.11733,123.038
6.71999,0.409554,1.49747,70.5628,0.378393,0.832536,0.378393,0.832555,2.13718,119.115
6.73999,0.416605,1.50028,72.8582,0.379653,0.812588,0.379653,0.812571,2.15463,114.769
6.75999,0.423788,1.50281,75.0589,0.380816,0.789344,0.380816,0.789305,2.17785,110.037
6.77999,0.431087,1.50506,77.1579,0.38187,0.762998,0.38187,0.763033,2.19414,104.949
6.79999,0.438485,1.50703,79.1489,0.382804,0.73372,0.382804,0.733723,2.21845,99.5489
6.81999,0.445966,1.50874,81.0263,0.383609,0.701778,0.383609,0.701775,2.23785,93.8708
6.83999,0.453514,1.51018,82.7855,0.384281,0.667406,0.384281,0.667409,2.25668,87.9628
6.85999,0.461116,1.51138,84.4228,0.384814,0.630915,0.384814,0.630913,2.27395,81.8641
6.87999,0.46876,1.51235,85.9353,0.385208,0.592604,0.385207,0.592602,2.28657,75.6246
6.89999,0.476433,1.5131,87.3211,0.385461,0.552814,0.385461,0.552815,2.2946,69.2872
6.91999,0.484125,1.51364,88.5791,0.385578,0.511879,0.385578,0.511879,2.29632,62.9018
6.93999,0.491828,1.51399,89.7094,0.385563,0.470169,0.385563,0.470171,2.28955,56.5143
6.95999,0.499534,1.51418,90.7128,0.385422,0.428034,0.385422,0.428036,2.27388,50.1727
6.97999,0.507238,1.51421,91.5913,0.385163,0.385848,0.385163,0.385842,2.24778,43.9246
6.99999,0.514933,1.5141,92.3476,0.384796,0.343974,0.384796,0.343976,2.20952,37.8149
7.01999,0.522616,1.51387,92.9854,0.38433,0.302775,0.384331,0.302774,2.16009,31.8912
7.03999,0.530284,1.51354,93.5093,0.383778,0.262617,0.383778,0.262619,2.09759,26.194
7.05999,0.537936,1.51312,93.9247,0.383151,0.22385,0.383151,0.223851,2.02271,20.7697
7.07999,0.545569,1.51263,94.2378,0.382462,0.186866,0.382462,0.186866,1.93487,15.6534
7.09999,0.553184,1.51207,94.4556,0.381723,0.152032,0.381723,0.152031,1.8354,10.8883
7.11999,0.560779,1.51148,94.5856,0.380946,0.119856,0.380946,0.119857,1.72305,6.50361
7.13999,0.568356,1.51085,94.6364,0.380143,0.0909432,0.380143,0.0909402,1.6013,2.53768
7.15999,0.575915,1.51021,94.6167,0.379325,0.0664681,0.379325,0.0664663,1.46769,0.985955
7.17999,0.583457,1.50955,94.5359,0.378504,0.0485892,0.378504,0.0485914,1.32593,4.03619
7.19999,0.590983,1.5089,94.404,0.377688,0.0408663,0.377688,0.0408679,1.17583,6.595
7.21999,0.598493,1.50825,94.2312,0.376887,0.0438866,0.376887,0.0438857,1.01865,8.63985
7.23999,0.605988,1.50762,94.0281,0.376107,0.0524224,0.376106,0.0524223,0.855383,10.1586
7.25999,0.613471,1.50701,93.8053,0.375354,0.0616473,0.375354,0.0616477,0.688868,11.138
7.27999,0.62094,1.50643,93.5733,0.374635,0.0692459,0.374635,0.0692435,0.518522,11.6019
7.29999,0.6284,1.50587,93.3385,0.374005,0.0733116,0.374005,0.0733143,0.40706,11.7394
7.31999,0.635852,1.50534,93.1061,0.373573,0.0739247,0.373573,0.0739243,0.527299,11.6163
7.33999,0.643305,1.50484,92.8795,0.373458,0.0732072,0.373458,0.0732062,0.787978,11.3304
7.35999,0.650766,1.50437,92.6611,0.373787,0.0755474,0.373787,0.0755478,1.09623,10.9228
7.37999,0.658246,1.50393,92.4522,0.374681,0.0858247,0.374681,0.0858246,1.39596,10.4444
7.39999,0.66576,1.50352,92.2538,0.376248,0.10646,0.376248,0.106457,1.6718,9.91936
7.41999,0.673322,1.50313,92.0663,0.378585,0.136361,0.378585,0.136361,1.91275,9.37405
7.43999,0.680948,1.50276,91.8899,0.381773,0.173341,0.381773,0.17333,2.11398,8.82195
7.45999,0.688658,1.50242,91.7244,0.385875,0.215413,0.385875,0.215426,2.27782,8.27629
7.47999,0.69647,1.5021,91.5695,0.390939,0.261044,0.39094,0.261065,2.39576,7.74407
7.49999,0.704405,1.50179,91.4248,0.396998,0.309018,0.396998,0.308996,2.4749,7.23147
7.51999,0.712481,1.50151,91.29,0.404067,0.3583,0.404067,0.3583,2.51965,6.74165
7.53999,0.72072,1.50124,91.1645,0.412149,0.408002,0.412149,0.408001,2.52378,6.27717
7.55999,0.72914,1.50099,91.0477,0.421231,0.457334,0.421231,0.457335,2.49462,5.83894
7.57999,0.737763,1.50076,90.9391,0.431289,0.505583,0.431289,0.505583,2.43282,5.42747
7.59999,0.746606,1.50054,90.8383,0.442286,0.552112,0.442286,0.552112,2.34155,5.04248
7.61999,0.755687,1.50033,90.7446,0.454174,0.596336,0.454174,0.596336,2.22254,4.68352
7.63999,0.765023,1.50013,90.6576,0.466895,0.637752,0.466895,0.63775,2.07926,4.34952
7.65999,0.774629,1.49995,90.5768,0.480383,0.675864,0.480383,0.675867,1.91237,4.03958
7.67999,0.784519,1.49978,90.5018,0.494564,0.710291,0.494564,0.710291,1.72626,3.7523
7.69999,0.794704,1.49962,90.4321,0.509354,0.74066,0.509354,0.740658,1.52232,3.48654
7.71999,0.805197,1.49947,90.3673,0.524667,0.766665,0.524667,0.766665,1.30346,3.24082
7.73999,0.816004,1.49933,90.307,0.54041,0.788054,0.54041,0.788054,1.07198,3.01383
7.75999,0.827133,1.49921,90.2509,0.556486,0.804617,0.556486,0.804617,0.830275,2.80415
7.77999,0.838588,1.49909,90.1987,0.572795,0.816195,0.572795,0.816198,0.580899,2.61048
7.79999,0.850372,1.49898,90.1501,0.589235,0.822697,0.589235,0.822691,0.326583,2.43144
7.81999,0.862486,1.49889,90.1047,0.605703,0.824028,0.605703,0.824017,0.070886,2.26579
7.83999,0.874928,1.4988,90.0625,0.622096,0.820216,0.622096,0.820231,0.190212,2.11233
7.85999,0.887694,1.49873,90.0231,0.63831,0.811263,0.63831,0.811263,0.448492,1.96984
7.87999,0.900779,1.49866,89.9863,0.654246,0.79728,0.654246,0.79728,0.69913,1.83727
7.89999,0.914174,1.4986,89.9521,0.669804,0.778376,0.669804,0.778376,0.945224,1.7135
7.91999,0.927872,1.49855,89.9201,0.68489,0.754743,0.68489,0.75474,1.18182,1.5977
7.93999,0.94186,1.49851,89.8903,0.699414,0.726599,0.699414,0.726602,1.40698,1.48887
7.95999,0.956126,1.49848,89.8626,0.713291,0.694215,0.713291,0.694215,1.61947,1.3863
7.97999,0.970655,1.49846,89.8368,0.726441,0.657915,0.726441,0.657915,1.81514,1.2892
7.99999,0.985431,1.49845,89.8129,0.738795,0.618044,0.738795,0.618047,1.99353,1.19692
8.01999,1.00044,1.49844,89.7907,0.750289,0.575024,0.750289,0.575021,2.15151,1.10892
8.03999,1.01565,1.49844,89.7702,0.760869,0.529314,0.760869,0.529314,2.28565,1.02471
8.05999,1.03106,1.49845,89.7513,0.770491,0.481404,0.770491,0.481404,2.39582,0.94386
8.07999,1.04665,1.49846,89.734,0.779122,0.431867,0.779122,0.431867,2.47721,0.866051
8.1,1.06238,1.49848,89.7182,0.786741,0.381253,0.786741,0.381253,2.53119,0.790987
8.12,1.07825,1.49851,89.7038,0.793339,0.330204,0.793339,0.330205,2.55298,0.718476
8.14,1.09423,1.49854,89.6909,0.798922,0.279421,0.798922,0.279421,2.53991,0.648348
8.16,1.1103,1.49857,89.6793,0.803508,0.229622,0.803508,0.229622,2.49091,0.580538
8.18,1.12644,1.49862,89.669,0.807134,0.181572,0.807134,0.181572,2.40378,0.514996
8.2,1.14264,1.49866,89.6599,0.809848,0.136074,0.809848,0.136074,2.27685,0.45169
8.22,1.15887,1.49871,89.6521,0.811722,0.0940618,0.811722,0.0940617,2.10389,0.390668
8.24,1.17513,1.49876,89.6455,0.81284,0.0564089,0.81284,0.0564091,1.88921,0.331918
8.26,1.19139,1.49881,89.64,0.813309,0.0243277,0.813309,0.0243274,1.62478,0.275579
8.28,1.20766,1.49887,89.6355,0.813253,0.00630907,0.813253,0.0063106,1.31164,0.221665
8.3,1.22391,1.49893,89.6321,0.812818,0.0222512,0.812818,0.0222508,0.947807,0.170298
8.32,1.24016,1.49899,89.6297,0.812148,0.0337305,0.812148,0.0337402,0.590083,0.121485
8.34,1.25638,1.49905,89.6282,0.811257,0.0446866,0.811257,0.0446773,0.554373,0.0752666
8.36,1.27258,1.49911,89.6276,0.810093,0.0582394,0.810093,0.0582393,0.682273,0.0315844
8.38,1.28876,1.49917,89.6278,0.80857,0.0762012,0.80857,0.0761983,0.900283,0.00959338
8.4,1.30489,1.49923,89.6287,0.806584,0.0992949,0.806584,0.0993069,1.15669,0.0483257
8.42,1.32097,1.4993,89.6304,0.804032,0.127575,0.804032,0.127581,1.4144,0.0846305
8.44,1.33698,1.49936,89.6328,0.800818,0.160729,0.800818,0.160705,1.65651,0.118537
8.46,1.35292,1.49942,89.6358,0.796853,0.198225,0.796853,0.198237,1.87676,0.15007
8.48,1.36876,1.49948,89.6394,0.792066,0.239375,0.792066,0.239372,2.05684,0.179201
8.5,1.38449,1.49954,89.6435,0.786398,0.283416,0.786398,0.283416,2.20222,0.205972
8.52,1.40009,1.4996,89.6481,0.779806,0.329593,0.779806,0.329593,2.30888,0.230326
8.54001,1.41553,1.49965,89.6531,0.772263,0.377147,0.772263,0.377165,2.37858,0.252313
8.56001,1.43081,1.49971,89.6586,0.763757,0.42532,0.763757,0.425302,2.40686,0.271865
8.58001,1.44589,1.49976,89.6644,0.754289,0.473417,0.754289,0.473417,2.40579,0.289064
8.60001,1.46077,1.49981,89.6704,0.743874,0.520755,0.743874,0.520755,2.36687,0.303868
8.62001,1.47542,1.49986,89.6768,0.73254,0.566726,0.73254,0.56672,2.29829,0.316331
8.64001,1.48983,1.4999,89.6833,0.720326,0.61074,0.720326,0.610746,2.20129,0.326496
8.66001,1.50397,1.49994,89.69,0.707281,0.652249,0.707281,0.652249,2.07517,0.334421
8.68001,1.51784,1.49998,89.6968,0.693466,0.690801,0.693466,0.690801,1.92765,0.340175
8.70001,1.53142,1.50002,89.7037,0.678947,0.72595,0.678947,0.72595,1.75746,0.343863
8.72001,1.5447,1.50005,89.7106,0.663801,0.757304,0.663801,0.757304,1.56776,0.345597
8.74001,1.55766,1.50008,89.7175,0.648111,0.78453,0.648111,0.784533,1.36152,0.345475
8.76001,1.5703,1.50011,89.7244,0.631964,0.807352,0.631964,0.807349,1.14084,0.343642
8.78001,1.58261,1.50013,89.7312,0.615454,0.825524,0.615454,0.825521,0.908684,0.340257
8.80001,1.59458,1.50015,89.7379,0.598677,0.83887,0.598677,0.838873,0.667762,0.335436
8.82001,1.60621,1.50017,89.7445,0.581733,0.847225,0.581733,0.847225,0.417776,0.329376
8.84001,1.61751,1.50019,89.7509,0.564723,0.850525,0.564723,0.850526,0.165462,0.322215
8.86001,1.62846,1.5002,89.7572,0.547749,0.848721,0.547749,0.848721,0.0910461,0.314092
8.88001,1.63908,1.50021,89.7633,0.530913,0.841807,0.530913,0.841808,0.345833,0.305211
8.90001,1.64937,1.50022,89.7692,0.514316,0.829849,0.514316,0.829849,0.59803,0.295704
8.92001,1.65933,1.50023,89.7749,0.498058,0.812928,0.498058,0.81293,0.846017,0.285721
8.94001,1.66897,1.50023,89.7804,0.482234,0.791211,0.482234,0.79121,1.08605,0.275388
8.96001,1.67831,1.50023,89.7857,0.466937,0.764882,0.466937,0.764884,1.31633,0.264862
8.98002,1.68736,1.50023,89.7908,0.452254,0.734181,0.452254,0.73418,1.53522,0.254228
9.00002,1.69612,1.50023,89.7957,0.438266,0.699388,0.438266,0.699387,1.73965,0.243628
9.02002,1.70462,1.50023,89.8004,0.425049,0.660862,0.425049,0.660863,1.9262,0.233129
9.04002,1.71288,1.50022,89.8048,0.412671,0.61893,0.412671,0.618936,2.09635,0.222844
9.06002,1.7209,1.50022,89.8091,0.40119,0.574069,0.40119,0.574064,2.2436,0.212769
9.08002,1.72871,1.50021,89.8131,0.390655,0.526725,0.390655,0.526719,2.36726,0.203053
9.10002,1.73634,1.50021,89.817,0.381108,0.477397,0.381108,0.477402,2.46588,0.193642
9.12002,1.74379,1.5002,89.8207,0.372574,0.426693,0.372574,0.426695,2.53534,0.184644
9.14002,1.75109,1.50019,89.8242,0.365071,0.375166,0.36507,0.375182,2.57563,0.176033
9.16002,1.75826,1.50018,89.8276,0.358601,0.323515,0.358601,0.323497,2.58427,0.16785
9.18002,1.76532,1.50017,89.8308,0.353153,0.272387,0.353153,0.27237,2.55633,0.160091
9.20002,1.7723,1.50016,89.8338,0.348701,0.222579,0.348701,0.222597,2.48867,0.152754
9.22002,1.7792,1.50014,89.8367,0.345205,0.174819,0.345205,0.174816,2.38905,0.145851
9.24002,1.78606,1.50013,89.8395,0.342606,0.129973,0.342606,0.129973,2.24213,0.139329
9.26002,1.79287,1.50012,89.8422,0.340827,0.0889219,0.340827,0.0889205,2.05265,0.133193
9.28002,1.79967,1.50011,89.8447,0.339777,0.0525452,0.339777,0.0525466,1.8187,0.127411
9.30002,1.80645,1.5001,89.8472,0.33934,0.021839,0.33934,0.0218405,1.53535,0.121977
9.32002,1.81324,1.50008,89.8495,0.339384,0.00220589,0.339384,0.002206,1.20149,0.116848
9.34002,1.82004,1.50007,89.8516,0.339754,0.0185289,0.339754,0.0185274,0.816742,0.104907
9.36002,1.82684,1.50006,89.8499,0.340312,0.0278788,0.340312,0.0278803,0.46769,0.0874234
9.38002,1.83366,1.50005,89.8388,0.340979,0.0333709,0.340979,0.0333709,0.276546,0.552786
9.40002,1.8405,1.50004,89.8112,0.341701,0.0361897,0.341701,0.0361883,0.163166,1.37911
9.42003,1.84735,1.50003,89.759,0.342446,0.0376806,0.342446,0.0376823,0.177768,2.61097
9.44003,1.85421,1.50002,89.6733,0.343192,0.0389138,0.343192,0.0389149,0.266624,4.28728
9.46003,1.86109,1.50002,89.5449,0.343925,0.0411911,0.343925,0.041192,0.38417,6.41949
9.48003,1.86798,1.50004,89.3645,0.344638,0.0458776,0.344638,0.045878,0.511856,9.01772
9.50003,1.87489,1.50007,89.1231,0.345326,0.0540168,0.345326,0.0540132,0.646903,12.0702
9.52003,1.88181,1.50012,88.8117,0.345984,0.0659933,0.345984,0.065996,0.785119,15.5685
9.54003,1.88874,1.50021,88.422,0.346612,0.0817287,0.346612,0.0817269,0.923567,19.4854
9.56003,1.89568,1.50033,87.946,0.347209,0.100914,0.347209,0.100915,1.05942,23.7993
9.58003,1.90263,1.5005,87.3766,0.347775,0.123233,0.347775,0.123232,1.19092,28.4728
9.60003,1.9096,1.50073,86.7071,0.348312,0.148365,0.348312,0.148365,1.31519,33.4745
9.62003,1.91657,1.50103,85.9319,0.348822,0.176032,0.348822,0.176033,1.43205,38.7606
9.64003,1.92354,1.50142,85.046,0.349309,0.205945,0.349309,0.205947,1.53812,44.2923
9.66003,1.93052,1.50189,84.0456,0.349777,0.237841,0.349777,0.237838,1.63473,50.0224
9.68003,1.9375,1.50248,82.9275,0.350233,0.271427,0.350233,0.271425,1.71966,55.9062
9.70003,1.94448,1.50319,81.6896,0.350682,0.306429,0.350682,0.306432,1.79344,61.8955
9.72003,1.95145,1.50403,80.3307,0.351132,0.342564,0.351132,0.342565,1.85514,67.9415
9.74003,1.95841,1.50503,78.8508,0.351592,0.379541,0.351592,0.37954,1.90575,73.997
9.76003,1.96536,1.50619,77.2506,0.352072,0.417084,0.352072,0.417084,1.94573,80.0104
9.78003,1.97228,1.50754,75.5318,0.35258,0.454892,0.35258,0.454891,1.97572,85.9374
9.80003,1.97917,1.50907,73.6973,0.353128,0.492705,0.353127,0.49271,1.9972,91.7251
9.82003,1.98603,1.51082,71.7507,0.353724,0.530221,0.353724,0.530201,2.00823,97.3334
9.84003,1.99284,1.51279,69.6965,0.354379,0.567197,0.354379,0.567212,2.01936,102.71
9.86004,1.99959,1.51499,67.5401,0.355102,0.60333,0.355102,0.60333,2.01796,107.82
9.88004,2.00627,1.51744,65.2878,0.355902,0.638403,0.355902,0.638403,2.0183,112.613
9.90004,2.01287,1.52015,62.9466,0.356784,0.672119,0.356784,0.672123,2.01648,117.061
9.92004,2.01938,1.52312,60.5242,0.357755,0.70427,0.357755,0.704269,2.01207,121.118
9.94004,2.02578,1.52637,58.0291,0.358816,0.734578,0.358816,0.734574,2.01099,124.759
9.96004,2.03206,1.52989,55.4701,0.35997,0.762847,0.35997,0.762834,2.01003,127.949
9.98004,2.0382,1.5337,52.8567,0.361216,0.788821,0.361216,0.788841,2.01493,130.666
10,2.04419,1.53779,50.199,0.36255,0.812305,0.36255,0.812303,2.01743,132.885
10.02,2.05,1.54217,47.5073,0.363965,0.833076,0.363965,0.833076,2.02805,134.589
10.04,2.05563,1.54683,44.792,0.365454,0.850946,0.365454,0.850946,2.03944,135.763
10.06,2.06105,1.55178,42.0641,0.367007,0.865731,0.367007,0.865731,2.05288,136.397
10.08,2.06626,1.557,39.3344,0.368609,0.877272,0.368609,0.877272,2.06986,136.484
10.1,2.07123,1.56249,36.6139,0.370248,0.885421,0.370248,0.885421,2.08578,136.023
10.12,2.07596,1.56823,33.9136,0.371906,0.890056,0.371906,0.890055,2.10476,135.016
10.14,2.08043,1.57422,31.2442,0.373566,0.891079,0.373566,0.891082,2.12176,133.469
10.16,2.08462,1.58044,28.6164,0.375211,0.888428,0.375211,0.888424,2.14112,131.394
10.18,2.08854,1.58687,26.0402,0.376823,0.88206,0.376823,0.882064,2.15819,128.806
10.2,2.09218,1.59351,23.5258,0.378382,0.871984,0.378382,0.871983,2.17673,125.723
10.22,2.09552,1.60033,21.0824,0.379872,0.858223,0.379872,0.858225,2.19523,122.169
10.24,2.09858,1.60732,18.7191,0.381277,0.840867,0.381277,0.840864,2.20931,118.168
10.26,2.10134,1.61446,16.444,0.38258,0.820007,0.38258,0.820006,2.23129,113.753
10.28,2.10381,1.62172,14.2649,0.383768,0.795811,0.383768,0.795816,2.24814,108.952
10.3001,2.10599,1.6291,12.1888,0.384831,0.768445,0.384831,0.76844,2.26547,103.808
10.3201,2.1079,1.63658,10.2217,0.385757,0.738142,0.385757,0.738142,2.28639,98.3523
10.3401,2.10953,1.64414,8.36911,0.386541,0.70514,0.386541,0.705141,2.3034,92.6316
10.3601,2.1109,1.65176,6.63544,0.387177,0.669739,0.387177,0.669737,2.31971,86.6836
10.3801,2.11203,1.65943,5.0243,0.387662,0.632222,0.387662,0.632245,2.3329,80.5572
10.4001,2.11292,1.66714,3.53841,0.387997,0.592939,0.387997,0.592915,2.34528,74.2944
10.4201,2.1136,1.67487,2.17952,0.388184,0.552214,0.388184,0.552199,2.34774,67.9448
10.4401,2.11407,1.68262,0.948446,0.388226,0.510424,0.388226,0.510441,2.34353,61.5535
10.4601,2.11435,1.69038,-0.15494,0.388131,0.467922,0.388131,0.467923,2.33551,55.1694
10.4801,2.11446,1.69814,-1.13173,0.387905,0.425088,0.387905,0.425087,2.3145,48.8394
10.5001,2.11442,1.70589,-1.98393,0.387558,0.382294,0.387558,0.382301,2.28346,42.6099
10.5201,2.11425,1.71363,-2.7145,0.387102,0.33991,0.387102,0.339901,2.24179,36.5287
10.5401,2.11395,1.72135,-3.32726,0.386546,0.298314,0.386546,0.298316,2.18611,30.638
10.5601,2.11355,1.72906,-3.82696,0.385906,0.257861,0.385906,0.257859,2.11972,24.985
10.5801,2.11307,1.73675,-4.2191,0.385191,0.218945,0.385191,0.218945,2.03969,19.607
10.6001,2.11252,1.74442,-4.51007,0.384418,0.18192,0.384418,0.181921,1.9474,14.5487
10.6201,2.11192,1.75207,-4.7069,0.383597,0.147255,0.383597,0.147255,1.84274,9.84178
10.6401,2.11127,1.75969,-4.81744,0.382743,0.115427,0.382743,0.115429,1.72714,5.52682
10.6601,2.11059,1.7673,-4.85003,0.381867,0.0872786,0.381867,0.0872779,1.59992,1.62964
10.6801,2.1099,1.77489,-4.81373,0.380982,0.0641047,0.380982,0.0641028,1.46353,1.81547
10.7001,2.1092,1.78246,-4.71796,0.380097,0.0486042,0.380097,0.0486057,1.31704,4.7881
10.7201,2.1085,1.79001,-4.57272,0.379222,0.0438254,0.379222,0.0438251,1.16411,7.26222
10.7401,2.10782,1.79755,-4.38826,0.378367,0.0486891,0.378367,0.0486898,1.00353,9.22298
10.7601,2.10715,1.80507,-4.17519,0.377537,0.0576407,0.377537,0.0576411,0.837734,10.6534
10.7801,2.1065,1.81257,-3.9443,0.376739,0.0666557,0.376739,0.0666559,0.668069,11.5448
10.8001,2.10588,1.82007,-3.70551,0.37599,0.0735505,0.37599,0.073549,0.502593,11.9393
10.8201,2.10529,1.82755,-3.46499,0.375475,0.0746211,0.375475,0.0746224,0.660408,12.0261
10.8401,2.10473,1.83504,-3.22773,0.375482,0.0744268,0.375482,0.0744268,1.31188,11.8629
10.8601,2.1042,1.84255,-2.99679,0.376315,0.0874228,0.376315,0.0874223,2.04982,11.5466
10.8801,2.1037,1.8501,-2.7745,0.378252,0.124414,0.378252,0.124414,2.74866,11.1148
10.9001,2.10322,1.85772,-2.56215,0.381526,0.181418,0.381526,0.181418,3.32452,10.6177
10.9201,2.10277,1.86543,-2.36058,0.386306,0.251349,0.386306,0.251348,3.75088,10.078
10.9401,2.10234,1.87327,-2.17015,0.392698,0.328665,0.392698,0.328667,4.01215,9.52197
10.9601,2.10194,1.88127,-1.99089,0.400738,0.409031,0.400738,0.40903,4.10673,8.96254
