time_s,pos_x_m,pos_z_m,heading_deg,chassis_speed_mps,chassis_accel_mps2,camera_top_speed_mps,camera_top_accel_mps2,camera_top_jerk_mps3,angular_speed_degps
10.9801,2.10155,1.88947,-1.82264,0.410401,0.488772,0.410401,0.48876,4.04242,8.41292
11.0001,2.10118,1.8979,-1.66504,0.421602,0.564711,0.421602,0.564723,3.83434,7.88003
11.0201,2.10083,1.90657,-1.51763,0.434205,0.634076,0.434205,0.634076,3.4915,7.37007
11.0401,2.1005,1.91553,-1.37991,0.448028,0.694518,0.448028,0.694516,3.03777,6.88604
11.0601,2.10019,1.92478,-1.25131,0.46285,0.74409,0.46285,0.744092,2.48913,6.43028
11.0801,2.09989,1.93434,-1.13124,0.478422,0.781256,0.478422,0.781256,1.86483,6.00342
11.1001,2.0996,1.94423,-1.01913,0.494471,0.804881,0.494471,0.804881,1.18534,5.60555
11.1201,2.09933,1.95444,-0.91441,0.510712,0.814254,0.510712,0.814254,0.470905,5.23589
11.1401,2.09907,1.96497,-0.816545,0.526852,0.809069,0.526852,0.809072,0.259099,4.89329
11.1601,2.09883,1.97582,-0.725022,0.542602,0.789437,0.542602,0.789431,0.982898,4.57613
11.1801,2.09861,1.98698,-0.63937,0.557682,0.755865,0.557681,0.755846,1.681,4.28263
11.2001,2.0984,1.99841,-0.559154,0.571831,0.709263,0.571831,0.709284,2.33099,4.0108
11.2201,2.0982,2.0101,-0.48398,0.584814,0.65098,0.584814,0.650983,2.919,3.75867
11.2401,2.09802,2.02203,-0.413496,0.596432,0.582722,0.596432,0.58272,3.4185,3.5242
11.2601,2.09785,2.03416,-0.347387,0.606527,0.506628,0.606527,0.506628,3.81178,3.30545
11.2801,2.0977,2.04646,-0.285375,0.614993,0.425281,0.614993,0.425279,4.07738,3.10062
11.3001,2.09756,2.05889,-0.227214,0.62178,0.341576,0.62178,0.341581,4.1992,2.90803
11.3201,2.09743,2.07143,-0.172687,0.626907,0.258906,0.626907,0.25889,4.15629,2.72635
11.3401,2.09732,2.08404,-0.121602,0.630466,0.181174,0.630466,0.181187,3.92204,2.55428
11.3601,2.09722,2.09669,-0.0737821,0.632629,0.112786,0.632629,0.112785,3.49206,2.39099
11.3801,2.09713,2.10937,-0.029068,0.633662,0.0596526,0.633662,0.0596545,2.82933,2.23571
11.4001,2.09705,2.12204,0.0126947,0.633917,0.0307206,0.633917,0.0307268,1.94687,2.08814
11.4201,2.09699,2.13472,0.0516498,0.633577,0.0311562,0.633577,0.0311562,1.49424,1.94776
11.4401,2.09693,2.14737,0.0879285,0.632526,0.057872,0.632526,0.0578713,1.77907,1.81394
11.4601,2.09688,2.15998,0.121649,0.630589,0.099399,0.630589,0.0993963,2.21739,1.68604
11.4801,2.09684,2.17253,0.152916,0.627546,0.153572,0.627546,0.153578,2.77041,1.56333
11.5001,2.09681,2.18499,0.181822,0.6232,0.218086,0.6232,0.218086,3.25649,1.44532
11.5201,2.09679,2.19734,0.20845,0.617394,0.290795,0.617394,0.290812,3.654,1.33139
11.5401,2.09677,2.20954,0.232877,0.610026,0.368696,0.610026,0.368675,3.90398,1.22134
11.5601,2.09676,2.22156,0.255173,0.601053,0.448843,0.601053,0.448843,4.01564,1.11482
11.5801,2.09675,2.23337,0.275408,0.590493,0.528126,0.590493,0.52814,3.96991,1.01174
11.6001,2.09674,2.24494,0.293649,0.57842,0.603743,0.57842,0.603728,3.78304,0.912061
11.6201,2.09674,2.25624,0.309968,0.56496,0.673044,0.56496,0.673044,3.46876,0.815949
11.6401,2.09675,2.26725,0.324439,0.550286,0.733754,0.550286,0.733754,3.03779,0.723543
11.6601,2.09675,2.27794,0.337141,0.534607,0.783939,0.534607,0.783939,2.51129,0.635067
11.6801,2.09675,2.2883,0.348157,0.518168,0.821979,0.518168,0.821976,1.90377,0.550802
11.7001,2.09676,2.29833,0.357576,0.501233,0.84674,0.501233,0.846743,1.24047,0.470971
11.7201,2.09677,2.30801,0.365494,0.484085,0.857405,0.484085,0.857406,0.53613,0.395905
11.7401,2.09677,2.31735,0.37201,0.467013,0.853593,0.467013,0.853604,0.196822,0.325788
11.7601,2.09678,2.32635,0.377228,0.450307,0.83533,0.450307,0.835317,0.915203,0.260902
11.7801,2.09679,2.33504,0.381257,0.434246,0.803034,0.434246,0.803036,1.61436,0.201453
11.8001,2.09679,2.34342,0.384208,0.419096,0.757524,0.419096,0.757521,2.27586,0.147541
11.8201,2.09679,2.35152,0.386193,0.405094,0.70006,0.405095,0.70006,2.87311,0.0992533
11.8401,2.0968,2.35937,0.387324,0.39245,0.632227,0.39245,0.632229,3.39158,0.0565673
11.8601,2.0968,2.367,0.387714,0.381328,0.556102,0.381328,0.5561,3.80643,0.0194734
11.8801,2.0968,2.37443,0.387469,0.371846,0.474081,0.371846,0.474083,4.10089,0.0122151
11.9001,2.0968,2.38172,0.386695,0.364066,0.389017,0.364066,0.389017,4.25327,0.0387239
11.9201,2.0968,2.38888,0.385489,0.357984,0.304114,0.357984,0.304113,4.24523,0.0603139
11.9401,2.0968,2.39595,0.38394,0.353524,0.222977,0.353524,0.222993,4.05598,0.0774088
11.9601,2.0968,2.40296,0.382129,0.350532,0.149643,0.350532,0.149628,3.66827,0.0905524
11.9801,2.0968,2.40993,0.380124,0.348762,0.0884848,0.348762,0.0884848,3.05716,0.100275
12.0001,2.0968,2.41689,0.3779,0.347876,0.0443027,0.347876,0.0443042,2.20905,0.111186
12.0201,2.0968,2.42384,0.372152,0.347526,0.0175136,0.347526,0.0175121,1.33962,0.287412
12.0401,2.0968,2.43079,0.35749,0.34752,0.000555748,0.34752,0.000557796,0.861455,0.733091
12.0601,2.0968,2.43774,0.32685,0.347721,0.0102812,0.347721,0.0102824,0.524148,1.53202
12.0801,2.0968,2.44471,0.272141,0.348047,0.0171836,0.348047,0.0171816,0.35271,2.73543
12.1001,2.09679,2.45167,0.184563,0.348443,0.0224677,0.348443,0.0224697,0.314974,4.37892
12.1201,2.09677,2.45865,0.0549702,0.348874,0.0281995,0.348874,0.0282124,0.389249,6.47962
12.1401,2.09675,2.46564,-0.1259,0.349318,0.0359222,0.349318,0.0359078,0.504794,9.04351
12.1601,2.09671,2.47263,-0.367188,0.349758,0.0465628,0.349758,0.0465588,0.640961,12.0644
12.1801,2.09664,2.47964,-0.677785,0.350186,0.0604446,0.350186,0.0604466,0.779314,15.5299
12.2001,2.09655,2.48665,-1.06612,0.350596,0.0775415,0.350596,0.077543,0.918364,19.4168
12.2201,2.09641,2.49367,-1.54015,0.350983,0.0976657,0.350983,0.0976644,1.05465,23.7015
12.2401,2.09623,2.50069,-2.10711,0.351348,0.120648,0.351348,0.12065,1.18637,28.3479
12.2601,2.09599,2.50772,-2.77362,0.351687,0.146233,0.351687,0.146233,1.31034,33.3254
12.2801,2.09568,2.51475,-3.54538,0.352004,0.174228,0.352004,0.174228,1.42629,38.5883
12.3001,2.09529,2.52179,-4.42742,0.352299,0.20435,0.352299,0.204352,1.5318,44.1021
12.3201,2.0948,2.52882,-5.4237,0.352576,0.236388,0.352576,0.236386,1.62682,49.8137
12.3401,2.09421,2.53585,-6.53743,0.352841,0.270031,0.352841,0.270033,1.70979,55.6864
12.3601,2.09349,2.54288,-7.77069,0.353099,0.305049,0.353099,0.30503,1.78053,61.6631
12.3801,2.09264,2.5499,-9.12478,0.353357,0.341116,0.353357,0.341131,1.84216,67.7047
12.4001,2.09164,2.5569,-10.5999,0.353622,0.377988,0.353622,0.377987,1.8885,73.7541
12.4201,2.09047,2.56388,-12.1953,0.353904,0.41534,0.353904,0.415343,1.92521,79.7701
12.4401,2.08913,2.57083,-13.9092,0.354213,0.452926,0.354213,0.452928,1.95271,85.6979
12.4601,2.08759,2.57776,-15.7391,0.354557,0.490428,0.354557,0.490426,1.96925,91.4951
12.4801,2.08584,2.58464,-17.6814,0.354947,0.527599,0.354947,0.527597,1.97962,97.1113
12.5001,2.08387,2.59147,-19.7314,0.355394,0.564146,0.355394,0.564145,1.98246,102.504
12.5201,2.08168,2.59824,-21.884,0.355905,0.599825,0.355905,0.599828,1.98157,107.629
12.5401,2.07923,2.60494,-24.1329,0.356489,0.634367,0.356489,0.634369,1.97679,112.446
12.5601,2.07654,2.61155,-26.4712,0.357155,0.667536,0.357155,0.667534,1.97011,116.915
12.5801,2.07358,2.61807,-28.8913,0.357908,0.699091,0.357908,0.699091,1.96399,121.001
12.6001,2.07035,2.62448,-31.3847,0.358751,0.728796,0.358751,0.728795,1.9595,124.672
12.6201,2.06685,2.63076,-33.9426,0.359688,0.756451,0.359688,0.756452,1.95421,127.896
12.6401,2.06306,2.6369,-36.5556,0.360718,0.781812,0.360718,0.781811,1.95716,130.649
12.6601,2.059,2.64289,-39.2137,0.36184,0.804711,0.36184,0.804709,1.95753,132.906
12.6801,2.05465,2.6487,-41.9068,0.363047,0.824924,0.363047,0.824926,1.96738,134.652
12.7001,2.05002,2.65433,-44.6241,0.364334,0.842302,0.364334,0.842304,1.97376,135.868
12.7201,2.04512,2.65976,-47.3551,0.365692,0.856647,0.365692,0.856646,1.98963,136.547
12.7401,2.03995,2.66497,-50.0887,0.367109,0.867836,0.367109,0.867839,2.00162,136.679
12.7601,2.03451,2.66995,-52.814,0.368571,0.875707,0.368571,0.875704,2.02058,136.265
12.7801,2.02882,2.67468,-55.5201,0.370065,0.88017,0.370065,0.880171,2.03526,135.305
12.8001,2.02289,2.67916,-58.1962,0.371574,0.881117,0.371574,0.881116,2.056,133.806
12.8201,2.01673,2.68336,-60.8317,0.373081,0.878498,0.373081,0.878498,2.07251,131.778
12.8401,2.01035,2.6873,-63.4164,0.374569,0.872273,0.374569,0.872275,2.09144,129.235
12.8601,2.00378,2.69095,-65.9403,0.37602,0.862435,0.37602,0.862436,2.10933,126.196
12.8801,1.99702,2.69432,-68.394,0.377418,0.849026,0.377418,0.849024,2.12691,122.684
12.9001,1.9901,2.69739,-70.7685,0.378745,0.832101,0.378745,0.832099,2.14712,118.724
12.9201,1.98303,2.70018,-73.0554,0.379988,0.811767,0.379987,0.811769,2.16611,114.346
12.9401,1.97583,2.70268,-75.2471,0.381131,0.788158,0.381131,0.788156,2.18492,109.582
12.9601,1.96851,2.7049,-77.3364,0.382163,0.761451,0.382163,0.761427,2.20678,104.469
12.9801,1.9611,2.70684,-79.3173,0.383074,0.731847,0.383074,0.731874,2.22441,99.0425
13.0001,1.95361,2.70852,-81.1842,0.383855,0.699589,0.383856,0.69959,2.246,93.3464
13.0201,1.94605,2.70994,-82.9326,0.384502,0.664942,0.384502,0.664942,2.26643,87.4192
13.0401,1.93844,2.71111,-84.5588,0.385009,0.628194,0.385009,0.628189,2.27974,81.3103
13.0601,1.93079,2.71204,-86.06,0.385377,0.589673,0.385377,0.589675,2.29221,75.0589
13.0801,1.92311,2.71277,-87.4344,0.385605,0.549693,0.385606,0.549694,2.29907,68.7191
13.1001,1.91542,2.71328,-88.681,0.385698,0.508622,0.385698,0.508623,2.3007,62.3297
13.1201,1.90771,2.71361,-89.7999,0.385659,0.466791,0.385659,0.466776,2.29328,55.9469
13.1401,1.9,2.71378,-90.7921,0.385495,0.424595,0.385495,0.424608,2.27283,49.6099
13.1601,1.8923,2.71378,-91.6596,0.385215,0.382363,0.385216,0.382351,2.249,43.3734
13.1801,1.8846,2.71366,-92.4051,0.384829,0.340499,0.384829,0.340534,2.20641,37.2767
13.2001,1.87692,2.71341,-93.0325,0.384346,0.299328,0.384345,0.299318,2.16018,31.371
13.2201,1.86925,2.71306,-93.5464,0.383778,0.259246,0.383778,0.259234,2.09268,25.695
13.2401,1.8616,2.71263,-93.9523,0.383138,0.220585,0.383138,0.220583,2.01749,20.2946
13.2601,1.85397,2.71212,-94.2564,0.382437,0.183739,0.382437,0.183742,1.92799,15.2067
13.2801,1.84636,2.71156,-94.4659,0.381689,0.149092,0.381689,0.149077,1.82866,10.471
13.3001,1.83876,2.71095,-94.5883,0.380905,0.117134,0.380905,0.117147,1.71295,6.12122
13.3201,1.83119,2.71032,-94.6321,0.380097,0.0885492,0.380097,0.0885485,1.59214,2.1897
13.3401,1.82363,2.70966,-94.6062,0.379277,0.0645102,0.379277,0.0645115,1.45712,1.29421
13.3601,1.81609,2.709,-94.5201,0.378454,0.0474057,0.378454,0.0474061,1.31461,4.30575
13.3801,1.80857,2.70834,-94.3836,0.377639,0.0407455,0.37764,0.040744,1.16394,6.82144
13.4001,1.80106,2.70769,-94.2072,0.37684,0.0445967,0.37684,0.044597,1.00589,8.82427
13.4201,1.79356,2.70705,-94.0012,0.376064,0.0534025,0.376063,0.0534032,0.842652,10.2979
13.4401,1.78608,2.70643,-93.7766,0.375315,0.062591,0.375315,0.0625901,0.675112,11.233
13.4601,1.77861,2.70584,-93.5433,0.374607,0.0699168,0.374607,0.0699165,0.507348,11.6619
13.4801,1.77115,2.70528,-93.3078,0.374059,0.0724919,0.37406,0.0724932,0.517641,11.7757
13.5001,1.76369,2.70475,-93.0751,0.373884,0.0720973,0.373884,0.0720979,0.941439,11.6342
13.5201,1.75623,2.70425,-92.8484,0.374305,0.0769003,0.374305,0.076898,1.48357,11.3356
13.5401,1.74873,2.70377,-92.63,0.375545,0.0972922,0.375545,0.0972916,2.03281,10.9184
13.5601,1.74119,2.70332,-92.4214,0.377799,0.135327,0.377799,0.135327,2.52012,10.4334
13.5801,1.73357,2.7029,-92.2233,0.381227,0.186762,0.381227,0.186762,2.92039,9.90379
13.6001,1.72587,2.7025,-92.0362,0.385949,0.247085,0.385949,0.247086,3.21977,9.3558
13.6201,1.71803,2.70212,-91.8601,0.392041,0.312878,0.392041,0.312876,3.41388,8.80264
13.6401,1.71005,2.70177,-91.695,0.399541,0.38138,0.399541,0.381381,3.50464,8.25755
13.6601,1.70189,2.70143,-91.5404,0.408443,0.450233,0.408443,0.450232,3.49475,7.72743
13.6801,1.69352,2.70111,-91.3961,0.418707,0.517404,0.418707,0.517406,3.39398,7.21857
13.7001,1.68492,2.70081,-91.2614,0.430257,0.58105,0.430257,0.581049,3.20632,6.73409
13.7201,1.67607,2.70053,-91.1358,0.442989,0.639573,0.442989,0.639569,2.94274,6.27642
13.7401,1.66693,2.70026,-91.0189,0.456769,0.691625,0.456769,0.691625,2.61466,5.84641
13.7601,1.65751,2.7,-90.91,0.471444,0.736009,0.471444,0.736016,2.22782,5.44444
13.7801,1.64778,2.69976,-90.8086,0.486839,0.771788,0.486838,0.771769,1.7933,5.06997
13.8001,1.63772,2.69954,-90.7142,0.502766,0.798196,0.502766,0.798234,1.32741,4.72227
13.8201,1.62734,2.69933,-90.6262,0.519027,0.814706,0.519027,0.814689,0.825859,4.40003
13.8401,1.61664,2.69913,-90.5441,0.535416,0.820961,0.535416,0.820959,0.31546,4.10189
13.8601,1.6056,2.69894,-90.4676,0.551724,0.816841,0.551724,0.816817,0.207603,3.82623
13.8801,1.59425,2.69877,-90.3962,0.567746,0.802384,0.567746,0.802408,0.720538,3.57137
13.9001,1.58259,2.69861,-90.3295,0.583278,0.777884,0.583278,0.777884,1.22665,3.33555
13.9201,1.57062,2.69847,-90.2671,0.59813,0.743778,0.59813,0.743781,1.70599,3.11707
13.9401,1.55838,2.69833,-90.2089,0.612123,0.700769,0.612123,0.700766,2.152,2.91418
13.9601,1.54588,2.69821,-90.1543,0.625094,0.649674,0.625094,0.649674,2.55629,2.72529
13.9801,1.53314,2.69811,-90.1034,0.636903,0.591592,0.636903,0.591592,2.90636,2.54882
14.0001,1.5202,2.69801,-90.0557,0.647436,0.527748,0.647436,0.527748,3.19505,2.38345
14.0201,1.50706,2.69793,-90.0112,0.656605,0.459584,0.656605,0.459584,3.41193,2.22778
14.0401,1.49378,2.69785,-89.9695,0.664357,0.38878,0.664357,0.38878,3.54522,2.08077
14.0601,1.48036,2.69779,-89.9307,0.670674,0.317169,0.670674,0.317167,3.58763,1.94136
14.0801,1.46685,2.69774,-89.8945,0.675581,0.246789,0.675581,0.24679,3.5289,1.80882
14.1001,1.45327,2.6977,-89.8609,0.679144,0.179903,0.679144,0.179903,3.36061,1.68238
14.1201,1.43964,2.69767,-89.8296,0.681481,0.119085,0.681481,0.119103,3.06914,1.56168
14.1401,1.42598,2.69764,-89.8007,0.682757,0.0673458,0.682757,0.0673425,2.65255,1.44622
14.1601,1.41232,2.69762,-89.774,0.683197,0.029698,0.683196,0.0296632,2.09476,1.33596
14.1801,1.39866,2.69762,-89.7494,0.683079,0.019386,0.683079,0.0193778,1.39407,1.23066
14.2001,1.38501,2.69761,-89.7268,0.68261,0.0290179,0.68261,0.0290174,0.882477,1.13032
14.2201,1.37137,2.69762,-89.7061,0.68187,0.040198,0.68187,0.0401974,0.6798,1.03477
14.2401,1.35775,2.69763,-89.6872,0.680896,0.050831,0.680896,0.0508315,0.590723,0.943756
14.2601,1.34416,2.69764,-89.6701,0.679679,0.062268,0.679679,0.0622682,0.609246,0.8572
14.2801,1.33059,2.69766,-89.6546,0.678195,0.0751717,0.678195,0.0751718,0.670591,0.77476
14.3001,1.31707,2.69769,-89.6406,0.676407,0.0900974,0.676407,0.0900971,0.764178,0.69644
14.3201,1.30358,2.69772,-89.6282,0.674272,0.107203,0.674272,0.107203,0.867932,0.621887
14.3401,1.29015,2.69775,-89.6172,0.671748,0.126522,0.671748,0.126522,0.974963,0.551043
14.3601,1.27677,2.69778,-89.6075,0.668792,0.147976,0.668792,0.147976,1.07917,0.483715
14.3801,1.26346,2.69782,-89.5991,0.665367,0.171383,0.665367,0.17138,1.17483,0.419808
14.4001,1.25023,2.69786,-89.5919,0.661438,0.19657,0.661438,0.196573,1.26304,0.359092
14.4201,1.23709,2.6979,-89.5859,0.656973,0.223298,0.656973,0.223298,1.33876,0.301712
14.4401,1.22406,2.69794,-89.581,0.651947,0.251355,0.651947,0.251352,1.40453,0.247278
14.4601,1.21113,2.69799,-89.577,0.646337,0.280493,0.646337,0.280522,1.45989,0.195932
14.4801,1.19833,2.69803,-89.5741,0.640127,0.310494,0.640127,0.310467,1.49824,0.147485
14.5001,1.18566,2.69807,-89.5721,0.633305,0.341127,0.633305,0.341127,1.5338,0.101949
14.5201,1.17314,2.69812,-89.5709,0.625861,0.372192,0.625861,0.372184,1.55342,0.0592356
14.5401,1.16079,2.69816,-89.5705,0.617792,0.403447,0.617792,0.403453,1.56387,0.0192548
14.5601,1.14861,2.69821,-89.5708,0.609098,0.434718,0.609098,0.434721,1.56374,0.0180073
14.5801,1.13661,2.69825,-89.5719,0.599782,0.465801,0.599782,0.465798,1.55412,0.0526393
14.6001,1.12481,2.69829,-89.5736,0.589852,0.496519,0.589852,0.496522,1.53635,0.0847128
14.6201,1.11323,2.69833,-89.5759,0.579318,0.526688,0.579318,0.526688,1.50843,0.114211
14.6401,1.10186,2.69837,-89.5787,0.568195,0.55615,0.568195,0.55615,1.47323,0.141304
14.6601,1.09073,2.6984,-89.582,0.5565,0.584754,0.5565,0.584754,1.43027,0.165962
14.6802,1.07985,2.69844,-89.5858,0.544254,0.612333,0.544254,0.612333,1.37897,0.188352
14.7002,1.06922,2.69847,-89.59,0.531478,0.638788,0.531478,0.638788,1.32276,0.208468
14.7202,1.05885,2.6985,-89.5945,0.518199,0.663937,0.518199,0.663937,1.25747,0.22647
14.7402,1.04877,2.69853,-89.5993,0.504445,0.68773,0.504445,0.68773,1.18964,0.242317
14.7602,1.03896,2.69855,-89.6045,0.490246,0.709987,0.490246,0.709987,1.11288,0.256324
14.7802,1.02945,2.69858,-89.6098,0.475633,0.730651,0.475633,0.730651,1.03321,0.268454
14.8002,1.02024,2.6986,-89.6154,0.460641,0.749625,0.460641,0.749624,0.948632,0.278834
14.8202,1.01133,2.69861,-89.6211,0.445305,0.766808,0.445305,0.766811,0.859362,0.287582
14.8402,1.00274,2.69863,-89.627,0.429662,0.782149,0.429662,0.782147,0.766819,0.294791
14.8602,0.994461,2.69864,-89.633,0.413751,0.795562,0.413751,0.795562,0.670776,0.300586
14.8802,0.986509,2.69865,-89.6391,0.397612,0.807007,0.397612,0.807009,0.572355,0.305158
14.9002,0.978883,2.69866,-89.6453,0.381284,0.81642,0.381284,0.816418,0.470511,0.30843
14.9202,0.971587,2.69866,-89.6515,0.364809,0.823768,0.364809,0.823767,0.367489,0.310711
14.9402,0.964622,2.69866,-89.6578,0.348229,0.829024,0.348229,0.829024,0.262986,0.311993
14.9602,0.957991,2.69866,-89.664,0.331586,0.832154,0.331586,0.832155,0.156764,0.312471
14.9802,0.951692,2.69866,-89.6703,0.314923,0.83316,0.314923,0.833159,0.0508128,0.312149
15.0002,0.945727,2.69865,-89.6765,0.298283,0.832025,0.298283,0.832026,0.0572514,0.311236
15.0202,0.940092,2.69864,-89.6827,0.281709,0.828745,0.281709,0.828747,0.164197,0.309688
15.0402,0.934788,2.69863,-89.6888,0.265243,0.823342,0.265243,0.823341,0.270426,0.307703
15.0602,0.929803,2.69863,-89.6949,0.248927,0.815838,0.248904,0.816988,0.318172,0.305275
15.0802,0.925152,2.69861,-89.701,0.232802,0.806238,0.232943,0.798058,0.966232,0.302525
15.1002,0.920815,2.69859,-89.707,0.216904,0.794946,0.216927,0.800829,0.258357,0.299754
15.1202,0.916789,2.69857,-89.7129,0.20129,0.780743,0.201298,0.78151,0.96649,0.296346
15.1402,0.91307,2.69855,-89.7188,0.185983,0.765381,0.185983,0.765769,0.787642,0.293036
15.1602,0.909649,2.69853,-89.7246,0.171028,0.747812,0.171029,0.747793,0.899222,0.289434
15.1802,0.90652,2.69851,-89.7303,0.156458,0.728583,0.156458,0.728598,0.95976,0.285854
15.2002,0.903674,2.69848,-89.7359,0.142309,0.707505,0.142309,0.707507,1.05462,0.28212
15.2202,0.901102,2.69846,-89.7415,0.128614,0.68482,0.128614,0.68482,1.13438,0.278412
15.2402,0.898787,2.69844,-89.747,0.115405,0.66052,0.115383,0.661623,1.16,0.274565
15.2602,0.896739,2.6984,-89.7524,0.102709,0.634895,0.102861,0.626162,1.78419,0.270802
15.2802,0.894929,2.69837,-89.7577,0.090552,0.607951,0.0905846,0.613951,0.665498,0.267062
15.3002,0.893343,2.69835,-89.763,0.0789746,0.579005,0.0789646,0.581143,1.64336,0.263157
15.3202,0.891982,2.69832,-89.7682,0.0679801,0.549898,0.0681533,0.540614,2.05071,0.259294
